time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
6.865,54.92666666666665,-17.863333333333344,23.42166666666668,0.33833333333330984,33.03666666666666,-26.930000000000007,4.173333333333318,6.596666666666664
6.875,54.91999999999999,-17.85833333333335,23.420000000000016,0.34166666666666856,33.02666666666667,-26.930000000000007,4.168333333333351,6.598333333333329
6.885,54.92333333333332,-17.86500000000001,23.42166666666668,0.3366666666666731,33.035,-26.926666666666677,4.171666666666653,6.6016666666666595
6.895,54.91666666666666,-17.86166666666668,23.42166666666668,0.3400000000000034,33.02666666666667,-26.92833333333334,4.168333333333351,6.603333333333325
6.905,54.920000000000016,-17.866666666666674,23.423333333333346,0.33500000000000796,33.035,-26.92500000000001,4.171666666666653,6.60499999999999
6.915,54.91333333333333,-17.863333333333344,23.423333333333346,0.33833333333333826,33.031666666666666,-26.92500000000001,4.166666666666686,6.606666666666683
6.925,54.916666666666686,-17.87166666666667,23.42500000000001,0.33500000000000796,33.04000000000002,-26.923333333333318,4.171666666666653,6.610000000000014
6.935,54.91,-17.86833333333334,23.42500000000001,0.3400000000000034,33.031666666666666,-26.923333333333346,4.166666666666686,6.613333333333344
6.945,54.916666666666686,-17.875,23.426666666666677,0.33500000000000796,33.041666666666686,-26.923333333333318,4.171666666666653,6.618333333333339
6.955,54.91,-17.87166666666667,23.42500000000001,0.33833333333330984,33.031666666666666,-26.923333333333346,4.168333333333351,6.6200000000000045
6.965,54.91666666666666,-17.876666666666665,23.426666666666677,0.3333333333333428,33.04000000000002,-26.921666666666653,4.171666666666653,6.623333333333335
6.975,54.910000000000025,-17.87166666666667,23.426666666666677,0.3366666666666447,33.03,-26.92166666666668,4.166666666666686,6.625
6.985,54.91499999999999,-17.879999999999995,23.42833333333334,0.33166666666667766,33.038333333333355,-26.919999999999987,4.171666666666681,6.62833333333333
6.995,54.90833333333333,-17.875,23.42833333333334,0.33499999999997954,33.028333333333336,-26.919999999999987,4.166666666666686,6.62833333333333
7.005,54.91499999999999,-17.879999999999995,23.430000000000007,0.3300000000000125,33.03666666666666,-26.918333333333322,4.170000000000016,6.630000000000024
7.015,54.90833333333333,-17.875,23.42833333333334,0.33499999999997954,33.02666666666667,-26.918333333333322,4.166666666666686,6.631666666666661
7.025,54.91499999999999,-17.879999999999995,23.431666666666672,0.33166666666667766,33.035,-26.916666666666657,4.170000000000016,6.633333333333354
7.035,54.90833333333333,-17.876666666666665,23.430000000000007,0.33499999999997954,33.025000000000006,-26.916666666666657,4.166666666666686,6.634999999999991
