time, left_gate_raw, right_gate_raw
195064,442,328
195074,442,330
195084,442,328
195094,442,330
195104,443,329
195114,441,329
195124,442,328
195134,442,330
195144,442,328
195154,442,330
195164,440,328
195174,442,330
195184,442,328
195194,442,329
195204,442,329
195214,442,328
195224,442,328
195234,442,329
195244,441,328
195254,442,329
195264,443,328
195274,442,330
195284,442,329
195294,442,330
195304,442,328
195314,442,329
195324,442,329
195334,442,330
195344,442,328
195354,442,330
195364,442,328
195374,441,329
195384,440,328
195394,440,329
195404,440,328
195414,441,329
195424,442,329
195434,442,329
195444,442,328
195454,441,329
195464,442,328
195474,441,329
195484,442,328
195494,442,329
195504,442,328
195514,442,329
195524,442,329
195534,442,329
195544,442,329
195554,442,329
195564,442,328
195574,441,330
195584,442,328
195594,442,329
195604,442,329
195614,442,329
195624,442,328
195634,442,329
195644,441,328
195654,442,329
195664,442,328
195674,441,329
195684,442,329
195694,441,329
195704,442,328
195714,441,329
195724,441,328
195734,442,329
195744,442,329
195754,442,329
195764,442,328
195774,441,329
195784,442,328
195794,441,330
195804,441,328
195814,441,329
195824,442,329
195834,441,331
195844,442,328
195854,442,329
195864,442,328
195874,441,329
195884,442,328
195894,441,329
195904,442,328
195914,441,330
195924,442,328
195934,441,329
195944,442,328
195954,442,329
195964,442,328
195974,442,329
195984,443,328
195994,442,329
196004,442,327
196014,442,329
196024,442,328
196034,442,329
196044,442,328
196054,442,329
196064,442,328
196074,442,329
196084,443,328
196094,441,329
196104,442,327
196114,441,329
196124,441,328
196134,441,329
196144,442,328
196154,441,329
196164,441,328
196174,442,329
196184,442,328
196194,442,329
196204,442,328
196214,442,329
196224,443,328
196234,442,329
196244,443,328
196254,442,329
196264,443,327
196274,443,329
196284,444,327
196294,444,328
196304,444,327
196314,444,328
196324,445,327
196334,445,328
196344,446,327
196354,446,328
196364,446,327
196374,446,328
196384,448,327
196394,447,328
196404,448,327
196414,448,328
196424,449,326
196434,449,328
196444,450,326
196454,451,328
196464,451,326
196474,452,327
196484,453,327
196494,452,328
196504,453,326
196514,453,327
196524,454,326
196534,454,328
196544,455,326
196554,454,328
196564,455,327
196574,455,328
196584,455,327
196594,455,328
196604,456,327
196614,456,328
196624,455,328
196634,455,329
196644,455,328
196654,454,329
196664,454,328
196674,455,329
196684,454,328
196694,453,330
196704,454,329
196714,453,330
196724,452,330
196734,453,331
196744,453,330
196754,452,332
196764,452,331
196774,452,332
196784,452,331
196794,451,333
196804,451,332
196814,450,334
196824,449,333
196834,449,335
196844,449,334
196854,447,336
196864,446,334
196874,444,337
196884,443,336
196894,442,337
196904,443,337
196914,442,338
196924,442,337
196934,441,338
196944,442,337
196954,441,339
196964,441,338
196974,440,339
196989,438,339
196994,437,339
197004,439,338
197014,439,339
197024,439,338
197034,438,339
197044,439,339
197054,438,340
197064,440,338
197074,438,340
197084,438,339
197094,438,339
197104,438,338
197114,438,339
197124,438,338
197134,437,339
197144,438,337
197154,438,338
197164,438,337
197174,438,338
197184,438,337
197194,437,338
197204,438,336
197214,439,337
197224,439,336
197234,438,337
197244,439,335
197254,438,338
197264,439,336
197274,438,337
197284,439,335
197294,439,335
197304,439,335
197314,438,336
197324,439,335
197334,438,336
197344,439,335
197354,438,336
197364,439,334
197374,438,335
197384,439,334
197394,438,335
197404,439,333
197414,438,335
197424,439,334
197434,438,334
197444,439,333
197454,437,335
197464,439,333
197474,438,335
197484,438,333
197494,438,335
197504,438,333
197514,438,335
197524,438,334
197534,437,335
197544,439,333
197554,437,335
197564,438,333
197574,438,335
197584,438,333
197594,438,335
197604,439,334
197614,438,335
197624,439,334
197634,437,335
197644,439,334
197654,437,334
197664,439,332
197674,438,333
197684,439,330
197694,438,331
197704,438,330
197714,438,331
197724,438,330
197734,438,331
197744,438,329
197754,438,330
197764,438,330
197774,438,331
197784,439,330
197794,438,331
197804,438,329
197814,438,330
197824,438,329
197834,437,330
197844,438,329
197854,438,330
197864,439,329
197874,437,330
197884,439,329
197894,437,330
197904,438,329
197914,437,330
197924,438,329
197934,438,330
197944,438,329
197954,437,330
197964,438,329
197974,437,330
197984,438,328
197994,437,329
198004,438,329
198014,437,329
198024,438,329
198034,437,330
198044,438,329
198054,437,330
198064,438,329
198074,437,330
198084,438,329
198094,438,330
198104,439,329
198114,437,330
198124,438,329
198134,437,330
198144,438,329
198154,437,330
198164,438,329
198174,437,330
198184,437,329
198194,437,330
198204,438,329
198214,437,330
198224,438,329
198234,437,330
198244,438,329
